loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
35000.0, 60 months,17.27,547.46,D,D3,AT&T,8 years,MORTGAGE,81197.0,Verified,Jan-2012,Fully Paid,debt_consolidation,Debt Consolidation Loan,24.49,Apr-1991,7.0,0.0,53282.0,84.3,19.0,f,INDIVIDUAL,,0.0,"669 Marc Corners
Brownmouth, AR 30723"
21000.0, 36 months,10.99,687.42,B,B2,grocery manager,10+ years,OWN,54000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,deb consolidation,11.56,Jun-2002,6.0,0.0,13165.0,37.6,26.0,w,INDIVIDUAL,0.0,0.0,"USS George
FPO AA 22690"
6000.0, 36 months,12.69,201.27,C,C2,clerk,3 years,RENT,32000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,18.87,Apr-2011,5.0,0.0,4740.0,41.9,8.0,f,INDIVIDUAL,0.0,0.0,"1611 Lucas Lane
Salazarberg, KS 30723"
20000.0, 36 months,13.99,683.46,C,C3,Senior QE Engineer,2 years,RENT,88000.0,Verified,Jul-2016,Fully Paid,credit_card,Credit card refinancing,16.84,Mar-2000,10.0,0.0,249922.0,74.5,17.0,f,INDIVIDUAL,1.0,0.0,"775 Turner Villages Apt. 550
Darrenfurt, CO 70466"
12000.0, 36 months,11.14,393.67,B,B2,us navy,3 years,MORTGAGE,52000.0,Source Verified,Aug-2012,Fully Paid,debt_consolidation,debt consolidation,24.8,Nov-1997,12.0,0.0,19411.0,55.3,28.0,f,INDIVIDUAL,2.0,0.0,"16742 Price Island
Ronaldland, DC 22690"
18100.0, 60 months,14.31,424.07,C,C4,Equipment Operator 2,8 years,RENT,45000.0,Source Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,24.77,Aug-2001,14.0,1.0,17228.0,29.2,21.0,w,INDIVIDUAL,0.0,0.0,"6013 Patricia Street
Jarvismouth, IN 30723"
8000.0, 36 months,9.16,255.0,B,B2,Pyxis system coordinator ,4 years,RENT,50000.0,Source Verified,Mar-2016,Fully Paid,medical,Medical expenses,9.91,May-2008,13.0,0.0,2748.0,10.7,26.0,w,INDIVIDUAL,0.0,0.0,"12864 Jennifer Union Apt. 114
Elizabethstad, CA 22690"
15000.0, 36 months,11.99,498.15,B,B3,Inside Sales Manager,5 years,MORTGAGE,79000.0,Source Verified,Apr-2014,Fully Paid,credit_card,Credit card refinancing,14.63,Jul-2000,21.0,0.0,15351.0,72.8,35.0,f,INDIVIDUAL,2.0,0.0,"760 Hunter Islands Suite 769
Shaneland, NM 00813"
30000.0, 60 months,19.99,794.65,E,E4,Insurance Producer,< 1 year,RENT,70000.0,Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,7.47,Aug-2008,13.0,0.0,5605.0,9.1,19.0,f,INDIVIDUAL,0.0,0.0,"PSC 1654, Box 2005
APO AA 29597"
10000.0, 60 months,9.99,212.43,B,B4,Penske Truck Leasing,3 years,RENT,40000.0,Not Verified,Nov-2010,Fully Paid,credit_card,Cleaning out the Credit Cards,14.16,Feb-2000,9.0,0.0,11115.0,37.0,17.0,f,INDIVIDUAL,,0.0,"PSC 9361, Box 9764
APO AA 30723"
9700.0, 36 months,13.35,328.47,C,C2,MANAGER,10+ years,OWN,36000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,16.03,Jun-1996,14.0,1.0,7242.0,37.0,57.0,f,INDIVIDUAL,2.0,1.0,"047 Alyssa Orchard Suite 560
Port Heather, NE 70466"
10000.0, 36 months,12.99,336.9,C,C2,FINANCIAL AREA MANAGER,< 1 year,RENT,51000.0,Source Verified,Jan-2015,Fully Paid,credit_card,Credit card refinancing,2.87,Aug-2010,4.0,0.0,9252.0,74.6,5.0,f,INDIVIDUAL,0.0,0.0,"0754 Ian Expressway
New Meganhaven, FL 22690"
7500.0, 36 months,9.17,239.1,B,B2,Consultant I,1 year,MORTGAGE,78060.0,Not Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,18.91,Sep-2009,22.0,1.0,6765.0,39.0,22.0,w,INDIVIDUAL,0.0,0.0,"USS Johnston
FPO AE 22690"
35000.0, 36 months,15.8,1227.05,C,C3,"Gateway Foundation, Inc.",10+ years,MORTGAGE,88608.0,Verified,Jan-2013,Charged Off,credit_card,Credit Card Consolidation,30.12,Oct-1995,15.0,0.0,41836.0,84.9,25.0,w,INDIVIDUAL,1.0,0.0,"7255 Kathy Extension
West Gabrielamouth, NC 86630"
19200.0, 60 months,9.99,407.85,B,B3,Polysomnography Technician ,10+ years,MORTGAGE,65000.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,9.49,Mar-1990,11.0,0.0,24388.0,47.8,22.0,w,INDIVIDUAL,1.0,0.0,"210 Shaw Park
Hodgesfort, GA 22690"
3850.0, 36 months,17.14,137.54,D,D4,,,RENT,40000.0,Source Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,6.15,Jan-1955,5.0,0.0,6012.0,92.5,7.0,f,INDIVIDUAL,0.0,0.0,"3594 Arias Rapid Suite 405
Hollandview, NY 70466"
1500.0, 36 months,13.66,51.02,C,C3,senior counselor,2 years,RENT,45000.0,Not Verified,Jan-2015,Fully Paid,credit_card,Credit card refinancing,22.8,Aug-1994,13.0,3.0,7841.0,40.2,51.0,f,INDIVIDUAL,4.0,2.0,"6640 Billy Gateway Suite 349
Williamsfort, CT 29597"
1200.0, 36 months,6.76,36.93,A,A2,Logan County Schools,6 years,MORTGAGE,38304.0,Not Verified,May-2010,Charged Off,other,Help,17.98,Oct-1997,13.0,0.0,1381.0,5.6,19.0,f,INDIVIDUAL,,0.0,"2880 Jaclyn Curve Suite 347
East Christopherfort, NE 48052"
30000.0, 60 months,17.57,754.81,D,D4,Sales,4 years,MORTGAGE,125000.0,Verified,Aug-2014,Fully Paid,home_improvement,Home improvement,21.44,Oct-2001,12.0,0.0,28390.0,80.2,33.0,f,INDIVIDUAL,4.0,0.0,"746 Lam Vista
Haleymouth, NC 70466"
30000.0, 60 months,13.67,692.93,C,C4,Rural Carrier,10+ years,MORTGAGE,65000.0,Verified,Nov-2015,Charged Off,credit_card,Credit card refinancing,17.1,Oct-2000,13.0,0.0,17894.0,40.0,46.0,w,INDIVIDUAL,3.0,0.0,"80715 Moore Union Suite 630
New Leahbury, MT 11650"
12000.0, 36 months,6.62,368.45,A,A2,Supervisor ,10+ years,MORTGAGE,100000.0,Not Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,23.56,Jul-1982,8.0,0.0,3263.0,30.8,23.0,f,INDIVIDUAL,4.0,0.0,"8978 Robert Inlet Apt. 286
Wardside, VA 05113"
6600.0, 36 months,8.18,207.37,B,B1,Case worker,3 years,OWN,36000.0,Not Verified,Oct-2015,Fully Paid,credit_card,Credit card refinancing,30.09,Oct-2006,33.0,0.0,5900.0,15.8,49.0,w,INDIVIDUAL,0.0,0.0,"9458 Brian Underpass Suite 774
Lake Jennifer, RI 29597"
17000.0, 36 months,19.52,627.64,D,D4,LINCOLN PROPERTY COMPANY,7 years,RENT,60000.0,Not Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,14.48,Dec-2000,12.0,0.0,12278.0,67.8,14.0,f,INDIVIDUAL,0.0,0.0,"USCGC King
FPO AE 22690"
9600.0, 36 months,11.55,316.8,B,B3,The Assurance Center,10+ years,RENT,40000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,aloan,19.32,Dec-1983,10.0,1.0,22915.0,57.0,15.0,w,INDIVIDUAL,0.0,1.0,"14458 Kelley Lakes Suite 166
West Matthewborough, OH 29597"
14400.0, 36 months,11.67,476.02,B,B4,EXECUTIVE DIRECTOR,10+ years,MORTGAGE,132000.0,Source Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,16.52,Nov-1993,14.0,0.0,21177.0,62.5,39.0,f,INDIVIDUAL,4.0,0.0,"Unit 1287 Box 5551
DPO AE 00813"
37900.0, 36 months,10.75,1236.32,B,B4,Pharmacist,6 years,MORTGAGE,110000.0,Source Verified,May-2016,Fully Paid,home_improvement,Home improvement,21.98,Sep-2000,16.0,0.0,5719.0,8.1,40.0,w,INDIVIDUAL,4.0,0.0,"738 Mitchell Harbor
East Daniellestad, DE 30723"
6300.0, 36 months,11.14,206.68,B,B2,,10+ years,MORTGAGE,82000.0,Not Verified,Apr-2013,Fully Paid,debt_consolidation,home remodeling,10.51,Feb-1996,6.0,0.0,25776.0,98.4,26.0,w,INDIVIDUAL,5.0,0.0,"689 Gavin Ridge
Gloriachester, VT 48052"
34550.0, 36 months,11.53,1139.82,B,B5,Tax Manager,3 years,MORTGAGE,120000.0,Verified,Feb-2015,Charged Off,debt_consolidation,Debt consolidation,17.04,Oct-2003,11.0,0.0,3451.0,70.4,49.0,w,INDIVIDUAL,3.0,0.0,"559 Tara Spurs Apt. 275
Johnsonshire, KS 48052"
11000.0, 60 months,12.49,247.43,B,B5,admin asst,10+ years,RENT,48000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,31.78,Sep-1977,12.0,1.0,2247.0,16.4,52.0,w,INDIVIDUAL,4.0,1.0,"15434 James Drive
Garciachester, VT 29597"
21000.0, 60 months,17.99,533.15,D,D2,Center Nurse Executive,2 years,MORTGAGE,125000.0,Not Verified,Sep-2016,Fully Paid,credit_card,Credit card refinancing,11.63,Mar-2004,12.0,0.0,23065.0,58.7,26.0,w,INDIVIDUAL,4.0,0.0,"859 John Trail Apt. 720
Lisamouth, PA 05113"
10000.0, 36 months,11.67,330.57,B,B4,Admision Representative,3 years,RENT,30000.0,Source Verified,Jul-2014,Charged Off,debt_consolidation,Debt consolidation,14.28,Nov-1999,13.0,1.0,7454.0,31.5,20.0,f,INDIVIDUAL,0.0,1.0,"50525 Jessica Trafficway Suite 337
East Patrickstad, OK 22690"
3500.0, 36 months,13.8,119.29,C,C4,Harbor Hospital,4 years,MORTGAGE,74000.0,Source Verified,Apr-2011,Fully Paid,debt_consolidation,get rid of credit cards/home repair,18.19,Jul-1995,18.0,1.0,2618.0,47.6,29.0,f,INDIVIDUAL,,0.0,"26687 Jesus Rue Apt. 036
Lake Iantown, WA 48052"
3000.0, 36 months,12.59,100.5,C,C2,General manager,10+ years,RENT,64500.0,Verified,Nov-2015,Charged Off,debt_consolidation,Debt consolidation,25.86,Jan-1997,7.0,0.0,24654.0,76.3,18.0,f,INDIVIDUAL,0.0,0.0,"514 Rivers Place
Gregorymouth, AZ 70466"
15000.0, 36 months,9.63,481.41,B,B1,Vital Health Institute,4 years,RENT,36000.0,Source Verified,Apr-2011,Fully Paid,other,Assisting Family with Debt and Bills,10.2,Jul-2005,18.0,0.0,1819.0,4.3,31.0,f,INDIVIDUAL,,0.0,"2740 Jacobson Creek Apt. 069
West Michael, OK 22690"
10800.0, 36 months,17.57,388.13,D,D4,Nursing Aid,10+ years,MORTGAGE,30000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,18.12,Jan-1989,8.0,1.0,4736.0,63.1,15.0,w,INDIVIDUAL,2.0,0.0,"9232 Barbara Creek Apt. 752
Joneston, NC 00813"
20000.0, 60 months,19.99,529.77,E,E1,Construction Manager,1 year,MORTGAGE,120000.0,Source Verified,Mar-2014,Charged Off,other,Other,28.53,Mar-2003,16.0,0.0,14084.0,77.0,26.0,f,INDIVIDUAL,0.0,0.0,"90472 Kelly Squares
Hillburgh, ID 70466"
11000.0, 36 months,10.99,360.08,B,B2,crisis specialist 3,9 years,RENT,50000.0,Not Verified,Oct-2013,Fully Paid,credit_card,plan to get out of debt,23.09,Apr-1999,5.0,0.0,9361.0,59.6,17.0,f,INDIVIDUAL,1.0,0.0,"PSC 8737, Box 9369
APO AE 29597"
14400.0, 36 months,13.65,489.72,C,C1,journeyman carpenter,10+ years,MORTGAGE,60000.0,Source Verified,Apr-2014,Charged Off,debt_consolidation,Debt consolidation,19.16,Aug-1992,10.0,0.0,12749.0,62.8,37.0,w,INDIVIDUAL,1.0,0.0,"7357 Cynthia Unions Apt. 317
Rebeccaton, GA 48052"
8500.0, 60 months,15.28,203.47,D,D3,Walter's Auto Sales,4 years,MORTGAGE,54000.0,Source Verified,Apr-2011,Fully Paid,home_improvement,Home Remodel,17.82,May-2003,10.0,0.0,5110.0,50.1,16.0,f,INDIVIDUAL,,0.0,"PSC 7674, Box 5034
APO AE 29597"
1950.0, 36 months,13.98,66.63,C,C3,ONLINE SUPPORT EXPERIANCE SUP,10+ years,MORTGAGE,45000.0,Not Verified,Jun-2014,Fully Paid,home_improvement,Home improvement,16.88,Sep-1999,12.0,1.0,4077.0,54.4,32.0,f,INDIVIDUAL,2.0,1.0,"0260 Seth Estates Apt. 521
New Kenneth, AZ 00813"
18250.0, 36 months,8.9,579.5,A,A5,HCGI,1 year,RENT,125000.0,Verified,Oct-2012,Charged Off,small_business,Working Capital for Expansion,11.37,Aug-1978,8.0,0.0,8608.0,40.8,13.0,f,INDIVIDUAL,0.0,0.0,"80994 Tracy Divide Suite 355
West Reginaville, VA 86630"
10000.0, 36 months,11.99,332.1,B,B3,Quality Control,6 years,MORTGAGE,46000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,My CC Loan,24.76,Feb-1994,19.0,0.0,21547.0,50.1,42.0,w,INDIVIDUAL,2.0,0.0,"188 Williams Club
Reidfort, NC 70466"
25000.0, 60 months,20.8,673.53,E,E1,The Brooklyn Hospital Center,1 year,OWN,90000.0,Source Verified,Aug-2013,Charged Off,debt_consolidation,the loan,19.48,Feb-2007,7.0,0.0,9140.0,69.2,13.0,f,INDIVIDUAL,0.0,0.0,"91047 Edwin Brooks Suite 248
Rivasborough, MO 30723"
20000.0, 60 months,11.99,444.79,B,B3,Consultant,10+ years,MORTGAGE,80000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,22.95,Nov-1996,10.0,0.0,19682.0,48.0,29.0,f,INDIVIDUAL,4.0,0.0,"741 Steven Mountains
East Samanthashire, IN 70466"
11625.0, 36 months,23.63,453.83,F,F3,Utility Solutions,5 years,RENT,35000.0,Not Verified,Jul-2012,Fully Paid,debt_consolidation,Debt Reconsolidating ,7.34,Apr-2002,26.0,0.0,6289.0,79.6,51.0,f,INDIVIDUAL,0.0,0.0,"Unit 5009 Box 0113
DPO AA 29597"
2000.0, 36 months,18.24,72.55,D,D5,deputy sheriff,7 years,OWN,53000.0,Not Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,21.26,Nov-1995,16.0,0.0,10737.0,54.5,22.0,f,INDIVIDUAL,2.0,0.0,"053 Smith Roads Suite 577
Grimesstad, WI 22690"
15000.0, 36 months,6.89,462.41,A,A3,RN,10+ years,MORTGAGE,135000.0,Not Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,10.96,Aug-1992,12.0,0.0,26003.0,56.4,28.0,w,INDIVIDUAL,5.0,0.0,"69972 King Brook
North Abigailside, AR 05113"
24000.0, 60 months,20.2,638.53,E,E3,senior accountant,10+ years,RENT,70000.0,Source Verified,Jun-2014,Charged Off,debt_consolidation,Debt consolidation,31.29,Oct-1998,13.0,0.0,10190.0,54.5,25.0,f,INDIVIDUAL,0.0,0.0,"6140 Hopkins Turnpike Suite 209
Garyberg, TX 22690"
10625.0, 36 months,16.99,378.76,D,D3,Shipping Department,10+ years,RENT,33500.0,Not Verified,May-2014,Charged Off,debt_consolidation,Debt consolidation,20.1,Feb-2006,8.0,0.0,8739.0,69.0,9.0,f,INDIVIDUAL,0.0,0.0,"506 Hernandez Lights Suite 385
Troyhaven, MT 30723"
12000.0, 36 months,12.12,399.26,B,B3,Lisi Aerospace Torrance,< 1 year,RENT,85000.0,Not Verified,Oct-2012,Fully Paid,credit_card,Kill Off Credit Card - I Will Survive,26.46,Feb-2003,11.0,0.0,10536.0,74.2,20.0,f,INDIVIDUAL,0.0,0.0,"045 Wood Court
West Mollyfort, NC 48052"
11000.0, 36 months,10.49,357.48,B,B3,Assembler B,< 1 year,RENT,38000.0,Not Verified,Nov-2014,Fully Paid,credit_card,Credit card refinancing,18.19,Oct-2006,5.0,0.0,10550.0,36.6,13.0,f,INDIVIDUAL,0.0,0.0,"9922 Bell Rest Apt. 708
Port Patrick, NV 48052"
2750.0, 36 months,19.99,102.19,E,E3,MACHINIST,10+ years,MORTGAGE,70000.0,Verified,Jan-2015,Fully Paid,home_improvement,Home improvement,28.97,Oct-2001,14.0,0.0,11712.0,55.8,31.0,f,INDIVIDUAL,3.0,0.0,"0007 Tyler Crescent Suite 563
Waremouth, RI 30723"
25000.0, 60 months,17.77,631.72,D,D1,Krapf Bus Co,8 years,RENT,60000.0,Verified,Feb-2013,Charged Off,debt_consolidation,Debt Consoldation,25.22,Jan-1998,17.0,0.0,24241.0,35.3,33.0,w,INDIVIDUAL,0.0,0.0,"415 Andre Summit Suite 459
Andersonbury, ND 11650"
19200.0, 60 months,8.67,395.5,B,B1,,,MORTGAGE,87000.0,Verified,Nov-2014,Charged Off,debt_consolidation,Debt consolidation,18.73,Nov-1983,10.0,0.0,44211.0,69.6,24.0,w,INDIVIDUAL,4.0,0.0,"19504 Page Unions
Bishophaven, FL 70466"
15000.0, 36 months,16.29,529.51,C,C4,Columbia University,< 1 year,RENT,55000.0,Not Verified,Apr-2013,Fully Paid,debt_consolidation,Amex Clean-Up,13.5,Apr-2004,7.0,0.0,15445.0,64.9,12.0,f,INDIVIDUAL,0.0,0.0,"8317 Hubbard Burg
Hammondtown, DE 48052"
3175.0, 36 months,14.99,110.05,C,C5,cook,6 years,RENT,38000.0,Source Verified,May-2014,Charged Off,credit_card,Credit card refinancing,29.82,Apr-2009,7.0,0.0,19512.0,82.7,10.0,w,INDIVIDUAL,0.0,0.0,"40873 Emily Shoal Suite 346
Gabriellemouth, NV 93700"
35000.0, 36 months,12.85,1176.77,B,B4,,,MORTGAGE,101000.0,Verified,Jan-2014,Fully Paid,debt_consolidation,consolidation loan,10.04,Aug-1993,11.0,0.0,36930.0,31.9,42.0,w,INDIVIDUAL,3.0,0.0,"40308 Lauren Causeway Apt. 477
Lake Michaelmouth, TN 22690"
4000.0, 36 months,14.33,137.36,C,C1,Staples Inc,4 years,RENT,31000.0,Not Verified,Aug-2012,Charged Off,credit_card,freedom,4.28,Sep-2006,6.0,0.0,2742.0,46.5,7.0,f,INDIVIDUAL,0.0,0.0,"7665 Rebecca Wells Suite 278
Mcdonaldfurt, NC 93700"
2700.0, 36 months,13.49,91.62,C,C1,Philips Healthcare,10+ years,RENT,98450.0,Not Verified,Nov-2011,Fully Paid,other,Consolodation,14.55,Jun-1998,9.0,0.0,23833.0,81.1,57.0,f,INDIVIDUAL,,0.0,"22734 Torres Overpass
New Lauraborough, OK 05113"
35000.0, 36 months,15.61,1223.77,C,C5,Principle Technical Engineer,< 1 year,MORTGAGE,140000.0,Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,14.11,Mar-2000,15.0,0.0,65847.0,39.3,28.0,f,INDIVIDUAL,2.0,0.0,"4469 Sean Avenue Suite 422
Jonesbury, RI 05113"
19350.0, 36 months,10.74,631.12,B,B2,fort worth fire department,5 years,MORTGAGE,60000.0,Not Verified,Mar-2012,Fully Paid,debt_consolidation,finally graduated,19.88,Mar-1994,11.0,0.0,25408.0,61.4,34.0,f,INDIVIDUAL,,0.0,"7052 Nelson Trail
Katrinahaven, NM 22690"
3525.0, 36 months,25.8,141.65,G,G1,Education and Training Coordinator,2 years,MORTGAGE,36400.0,Not Verified,Apr-2014,Fully Paid,home_improvement,Home improvement,15.23,Jan-2002,8.0,0.0,4432.0,39.6,19.0,f,INDIVIDUAL,4.0,0.0,"Unit 0708 Box 6399
DPO AE 00813"
24000.0, 60 months,17.14,598.27,D,D4,rigger,10+ years,MORTGAGE,60000.0,Source Verified,Dec-2014,Charged Off,credit_card,Credit card refinancing,36.83,Sep-2001,10.0,0.0,28410.0,90.8,35.0,w,INDIVIDUAL,2.0,0.0,"72636 Stokes Highway Suite 221
Samuelborough, OK 11650"
8000.0, 36 months,16.55,283.44,D,D2,Executive Assistant,2 years,RENT,60000.0,Source Verified,Mar-2015,Charged Off,debt_consolidation,Debt consolidation,23.71,Jun-1981,14.0,0.0,19344.0,72.7,20.0,f,INDIVIDUAL,1.0,0.0,"7357 Jackson Row Apt. 080
West Jaredview, HI 93700"
25000.0, 60 months,11.99,555.99,B,B3,Engineer,10+ years,MORTGAGE,70000.0,Verified,Oct-2013,Fully Paid,credit_card,Card consolidation,19.18,Apr-1979,11.0,0.0,25552.0,68.7,19.0,f,INDIVIDUAL,3.0,0.0,"USCGC Hicks
FPO AP 30723"
28100.0, 60 months,15.8,680.36,C,C3,KAI Global,< 1 year,MORTGAGE,125000.0,Verified,Apr-2013,Charged Off,debt_consolidation,Debt Consolidation,20.96,Apr-2001,17.0,0.0,18396.0,30.4,36.0,f,INDIVIDUAL,1.0,0.0,"88314 Alexander Trace Suite 777
Wilkinshaven, WV 48052"
22400.0, 36 months,6.62,687.77,A,A2,,,MORTGAGE,100920.0,Verified,Feb-2013,Fully Paid,credit_card,Credit card refinancing,12.1,Jan-1987,7.0,0.0,42335.0,72.9,30.0,f,INDIVIDUAL,6.0,0.0,"369 Webb Trace
Port Roger, MN 00813"
14400.0, 60 months,17.86,364.57,D,D5,Office Coordinator ,2 years,MORTGAGE,115000.0,Not Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,11.0,Mar-1996,11.0,0.0,798.0,34.7,35.0,w,INDIVIDUAL,0.0,0.0,"1902 Sarah Trace Apt. 976
Port Claudiaburgh, DC 70466"
10000.0, 36 months,15.61,349.65,D,D1,General Manager,5 years,MORTGAGE,49000.0,Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,20.87,Oct-1996,16.0,1.0,13171.0,65.0,26.0,f,INDIVIDUAL,2.0,0.0,"PSC 6834, Box 9812
APO AA 29597"
11700.0, 60 months,25.8,348.92,G,G1,EC help desk agent,10+ years,MORTGAGE,39000.0,Source Verified,May-2014,Charged Off,other,Other,25.51,Mar-1995,17.0,0.0,10557.0,42.4,33.0,f,INDIVIDUAL,0.0,0.0,"42468 Bob Drive Apt. 907
Lake Jeremy, AZ 48052"
5500.0, 36 months,14.49,189.29,C,C4,Digital Project Manager,10+ years,RENT,68000.0,Source Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,20.6,Dec-1999,24.0,0.0,14228.0,61.9,34.0,w,INDIVIDUAL,0.0,0.0,"334 Jennifer Mountain
North Lisa, OR 05113"
12000.0, 36 months,12.49,401.39,B,B5,,,MORTGAGE,68342.0,Source Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,19.82,Jul-1996,13.0,0.0,20519.0,57.8,45.0,f,INDIVIDUAL,4.0,0.0,"47962 Williams Fork Apt. 364
Garciamouth, OH 48052"
2000.0, 36 months,7.29,62.02,A,A4,,10+ years,RENT,30000.0,Not Verified,Feb-2011,Fully Paid,car,Add to vehicle funds,0.24,Jan-2003,3.0,0.0,453.0,11.0,4.0,f,INDIVIDUAL,,0.0,"1370 Robinson Canyon
East Lisahaven, UT 05113"
8000.0, 36 months,7.26,247.97,A,A4,Team Lead,10+ years,MORTGAGE,110000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,11.16,Jan-1999,18.0,2.0,8411.0,24.6,36.0,w,INDIVIDUAL,3.0,2.0,"54729 Rice Vista Apt. 383
East Adamport, WV 00813"
12000.0, 36 months,12.99,404.27,B,B4,Ponderosa Steak House,9 years,MORTGAGE,56000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,credit consolidation,24.19,Feb-2009,15.0,0.0,10290.0,60.2,18.0,f,INDIVIDUAL,0.0,0.0,"6418 Stephanie Radial
Lake Beverly, VA 00813"
12825.0, 36 months,15.8,449.63,C,C3,JP Morgan Chase,10+ years,MORTGAGE,45200.0,Verified,Apr-2013,Fully Paid,debt_consolidation,Debt consolidation,31.54,Dec-2001,13.0,1.0,12847.0,75.6,16.0,w,INDIVIDUAL,2.0,1.0,"247 Robert Lights Apt. 970
South Elizabethhaven, VT 29597"
10000.0, 36 months,13.79,340.76,C,C5,Imagine College Prep High School,< 1 year,RENT,34500.0,Not Verified,Apr-2009,Fully Paid,credit_card,Consolidating Credit Card Loan,14.71,May-2002,8.0,0.0,8316.0,52.6,9.0,f,INDIVIDUAL,,0.0,"4864 Gordon Camp
Singletonshire, UT 05113"
25000.0, 60 months,16.45,388.63,E,E1,Ben E. Keith Foods,10+ years,RENT,49600.0,Source Verified,Sep-2010,Charged Off,debt_consolidation,Got The Life,9.48,Jun-1994,2.0,0.0,9836.0,91.1,7.0,f,INDIVIDUAL,,0.0,"283 Carr Throughway Suite 954
West Daniellestad, TN 48052"
17100.0, 36 months,11.99,567.89,B,B3,registered Nurse,5 years,MORTGAGE,39000.0,Source Verified,Apr-2014,Fully Paid,home_improvement,Home improvement,4.0,Dec-2000,11.0,0.0,4034.0,15.1,23.0,f,INDIVIDUAL,3.0,0.0,"5798 Medina Field Apt. 757
Bradleymouth, ND 70466"
4500.0, 36 months,15.1,156.22,C,C2,City of Morristown Police Department,5 years,MORTGAGE,38000.0,Not Verified,Sep-2013,Fully Paid,credit_card,Clear it up,13.99,Nov-2005,13.0,1.0,4080.0,42.5,22.0,w,INDIVIDUAL,1.0,1.0,"130 Cheyenne Common Apt. 874
East Matthew, HI 30723"
15000.0, 36 months,7.26,464.95,A,A4,,,RENT,33118.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,23.23,May-1993,11.0,0.0,7271.0,25.4,27.0,w,INDIVIDUAL,3.0,0.0,"9308 Rivas Shoal
Wendyville, WY 86630"
10000.0, 36 months,12.12,332.72,B,B3,Costco wholesale,7 years,MORTGAGE,53000.0,Verified,Oct-2012,Fully Paid,debt_consolidation,Debt consolidation,16.53,Nov-1999,8.0,0.0,20916.0,67.0,26.0,f,INDIVIDUAL,0.0,0.0,"6739 Baker Field Apt. 768
South Brandonbury, NJ 29597"
22800.0, 60 months,17.14,568.36,D,D4,Parts Director,1 year,MORTGAGE,65000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,5.8,Jun-2002,7.0,0.0,9469.0,52.3,23.0,w,INDIVIDUAL,1.0,0.0,"600 Mccoy Island Apt. 845
Zamoraton, CT 48052"
12000.0, 60 months,15.23,286.93,C,C5,DMV,10+ years,MORTGAGE,69610.0,Not Verified,Aug-2011,Fully Paid,debt_consolidation,My Debt Consolidation Loan,24.17,Aug-1999,15.0,0.0,15739.0,37.8,48.0,f,INDIVIDUAL,,0.0,"75182 Love Lock Suite 176
Amberchester, IN 05113"
15000.0, 36 months,11.14,492.08,B,B2,US ARMY,3 years,RENT,90000.0,Not Verified,Feb-2013,Fully Paid,credit_card,CITI,15.64,Sep-1998,5.0,0.0,26203.0,75.1,30.0,f,INDIVIDUAL,0.0,0.0,"31108 Rios Greens
Howardburgh, RI 00813"
16000.0, 36 months,16.99,570.37,D,D3,Senior Acquistion & Retention Specialist,10+ years,MORTGAGE,72000.0,Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,26.98,Jul-2006,17.0,0.0,14110.0,63.0,53.0,w,INDIVIDUAL,3.0,0.0,"180 Terry Divide
East Crystal, SC 70466"
